CÓDIGO DO MUNICÍPIO - SIAFI;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO;UF
5211;3160603;Santo Hipólito;MG
5213;3160702;Santos Dumont;MG
5215;3160801;São Bento Abade;MG
5217;3160900;São Brás do Suaçuí;MG
5219;3161007;São Domingos do Prata;MG
5221;3161106;São Francisco;MG
5223;3161205;São Francisco de Paula;MG
5225;3161304;São Francisco de Sales;MG
5227;3161403;São Francisco do Glória;MG
5229;3161502;São Geraldo;MG
5231;3161601;São Geraldo da Piedade;MG
5233;3161700;São Gonçalo do Abaeté;MG
5235;3161809;São Gonçalo do Pará;MG
5237;3161908;São Gonçalo do Rio Abaixo;MG
5239;3162005;São Gonçalo do Sapucaí;MG
5241;3162104;São Gotardo;MG
5243;3162203;São João Batista do Glória;MG
5245;3162302;São João da Mata;MG
5247;3162401;São João da Ponte;MG
5249;3162500;São João del Rei;MG
5251;3162609;São João do Oriente;MG
5253;3162708;São João do Paraíso;MG
5255;3162807;São João Evangelista;MG
5257;3162906;São João Nepomuceno;MG
5259;3163003;São José da Safira;MG
5261;3163102;São José da Varginha;MG
5263;3163201;São José do Alegre;MG
5265;3163300;São José do Divino;MG
5267;3163409;São José do Goiabal;MG
5269;3163508;São José do Jacuri;MG
5271;3163607;São José do Mantimento;MG
5273;3163706;São Lourenço;MG
5275;3163805;São Miguel do Anta;MG
5277;3163904;São Pedro da União;MG
5279;3164001;São Pedro dos Ferros;MG
5281;3164100;São Pedro do Suaçuí;MG
5283;3164209;São Romão;MG
5285;3164308;São Roque de Minas;MG
5287;3164407;São Sebastião da Bela Vista;MG
5289;3164506;São Sebastião do Maranhão;MG
5291;3164605;São Sebastião do Oeste;MG
5293;3164704;São Sebastião do Paraíso;MG
5295;3164803;São Sebastião do Rio Preto;MG
5297;3164902;São Sebastião do Rio Verde;MG
5299;3165008;São Tiago;MG
5301;3165107;São Tomás de Aquino;MG
5303;3165206;São Tomé das Letras;MG
5305;3165305;São Vicente de Minas;MG
5307;3165404;Sapucaí-Mirim;MG
5309;3165503;Sardoá;MG
5311;3165602;Senador Cortes;MG
5313;3165701;Senador Firmino;MG
5315;3165800;Senador José Bento;MG
5317;3165909;Senador Modestino Gonçalves;MG
5319;3166006;Senhora de Oliveira;MG
5321;3166105;Senhora do Porto;MG
5323;3166204;Senhora dos Remédios;MG
5325;3166303;Sericita;MG
5327;3166402;Seritinga;MG
5329;3166501;Serra Azul de Minas;MG
5331;3166600;Serra da Saudade;MG
5333;3166709;Serra dos Aimorés;MG
5335;3166808;Serra do Salitre;MG
5337;3166907;Serrania;MG
5339;3167004;Serranos;MG
5341;3167103;Serro;MG
5343;3167202;Sete Lagoas;MG
5345;3167301;Silveirânia;MG
5347;3167400;Silvianópolis;MG
5349;3167509;Simão Pereira;MG
5351;3167608;Simonésia;MG
5353;3167707;Sobrália;MG
5355;3167806;Soledade de Minas;MG
5357;3167905;Tabuleiro;MG
5359;3168002;Taiobeiras;MG
5361;3168101;Tapira;MG
5363;3168200;Tapiraí;MG
5365;3168309;Taquaraçu de Minas;MG
5367;3168408;Tarumirim;MG
5369;3168507;Teixeiras;MG
5371;3168606;Teófilo Otoni;MG
5373;3168705;Timóteo;MG
5375;3168804;Tiradentes;MG
5377;3168903;Tiros;MG
5379;3169000;Tocantins;MG
5381;3169109;Toledo;MG
5383;3169208;Tombos;MG
5385;3169307;Três Corações;MG
5387;3169406;Três Pontas;MG
5389;3169505;Tumiritinga;MG
5391;3169604;Tupaciguara;MG
5393;3169703;Turmalina;MG
5395;3169802;Turvolândia;MG
5397;3169901;Ubá;MG
5399;3170008;Ubaí;MG
5401;3170107;Uberaba;MG
5403;3170206;Uberlândia;MG
5405;3170305;Umburatiba;MG
5407;3170404;Unaí;MG
5409;3170503;Urucânia;MG
5411;3170602;Vargem Bonita;MG
5413;3170701;Varginha;MG
5415;3170800;Várzea da Palma;MG
5417;3170909;Varzelândia;MG
5419;3171006;Vazante;MG
5421;3172202;Wenceslau Braz;MG
5423;3171105;Veríssimo;MG
5425;3171204;Vespasiano;MG
5427;3171303;Viçosa;MG
5429;3171402;Vieiras;MG
5431;3171501;Mathias Lobato;MG
5433;3171600;Virgem da Lapa;MG
5435;3171709;Virgínia;MG
5437;3171808;Virginópolis;MG
5439;3171907;Virgolândia;MG
5441;3172004;Visconde do Rio Branco;MG
5443;3172103;Volta Grande;MG
5445;3545159;Saltinho;SP
5447;3549953;São Lourenço da Serra;SP
5449;4128633;Doutor Ulysses;PR
5451;4111258;Itaperuçu;PR
5453;4119152;Pinhais;PR
5455;4127882;Tunas do Paraná;PR
5457;4117214;Nova Santa Bárbara;PR
5459;4115754;Mauá da Serra;PR
5461;4119657;Pitangueiras;PR
5463;4101051;Anahy;PR
5465;4107124;Diamante do Sul;PR
5467;4110052;Iguatu;PR
5469;4123824;Santa Lúcia;PR
5471;4103024;Boa Esperança do Iguaçu;PR
5473;4106571;Cruzeiro do Iguaçu;PR
5475;4107850;Flor da Serra do Sul;PR
5477;4116950;Nova Esperança do Sudoeste;PR
5479;4117057;Nova Laranjeiras;PR
5481;4122156;Rio Bonito do Iguaçu;PR
5483;4128658;Virmond;PR
5485;4110656;Iracema do Oeste;PR
5487;4115358;Maripá;PR
5489;4125753;São Pedro do Iguaçu;PR
5491;4103479;Cafezal do Sul;PR
5493;4126272;Saudade do Iguaçu;PR
5495;4119251;Pinhal de São Bento;PR
5497;4128534;Ventania;PR
5499;4104428;Candói;PR
5501;4113254;Laranjal;PR
5503;4115739;Mato Rico;PR
5505;4123857;Santa Maria do Oeste;PR
5507;4113429;Lidianópolis;PR
5509;4101150;Ângulo;PR
5511;4107553;Farol;PR
5513;4121356;Rancho Alegre D'Oeste;PR
5515;4125555;São Manoel do Paraná;PR
5517;4117297;Novo Itacolomi;PR
5519;4123956;Santa Mônica;PR
5521;4103370;Brasilândia do Sul;PR
5523;4128625;Alto Paraíso;PR
5525;4110953;Itaipulândia;PR
5527;4121257;Ramilândia;PR
5529;4107538;Entre Rios do Oeste;PR
5531;4115853;Mercedes;PR
5533;4118451;Pato Bragado;PR
5535;4120853;Quatro Pontes;PR
5537;4202453;Bombinhas;SC
5539;4211256;Morro Grande;SC
5541;4212254;Passo de Torres;SC
5543;4204251;Cocal do Sul;SC
5545;4203956;Capivari de Baixo;SC
5547;4215455;Sangão;SC
5549;4202057;Balneário Barra do Sul;SC
5551;4216354;São João do Itaperiú;SC
5553;4203154;Calmon;SC
5555;4215679;Santa Terezinha;SC
5557;4202859;Braço do Trombudo;SC
5559;4210852;Mirim Doce;SC
5561;4211058;Monte Carlo;SC
5563;4219150;Vargem;SC
5565;4219176;Vargem Bonita;SC
5567;4204178;Cerro Negro;SC
5569;4213351;Ponte Alta do Norte;SC
5571;4215059;Rio Rufino;SC
5573;4216057;São Cristóvão do Sul;SC
5575;4210050;Macieira;SC
5577;4200556;Águas Frias;SC
5579;4204350;Cordilheira Alta;SC
5581;4205431;Formosa do Sul;SC
5583;4206652;Guatambú;SC
5585;4207858;Irati;SC
5587;4208955;Jardinópolis;SC
5589;4211454;Nova Itaberaba;SC
5591;4211652;Novo Horizonte;SC
5593;4213153;Planalto Alegre;SC
5595;4217758;Sul Brasil;SC
5597;4201273;Arabutã;SC
5599;4201653;Arvoredo;SC
5601;3200102;Afonso Cláudio;ES
5603;3200201;Alegre;ES
5605;3200300;Alfredo Chaves;ES
5607;3200409;Anchieta;ES
5609;3200508;Apiacá;ES
5611;3200607;Aracruz;ES
5613;3200706;Atílio Vivácqua;ES
5615;3200805;Baixo Guandu;ES
5617;3200904;Barra de São Francisco;ES
5619;3201001;Boa Esperança;ES
5621;3201100;Bom Jesus do Norte;ES
5623;3201209;Cachoeiro de Itapemirim;ES
5625;3201308;Cariacica;ES
5627;3201407;Castelo;ES
5629;3201506;Colatina;ES
5631;3201605;Conceição da Barra;ES
5633;3201704;Conceição do Castelo;ES
5635;3201803;Divino de São Lourenço;ES
5637;3201902;Domingos Martins;ES
5639;3202009;Dores do Rio Preto;ES
5641;3202108;Ecoporanga;ES
5643;3202207;Fundão;ES
5645;3202306;Guaçuí;ES
5647;3202405;Guarapari;ES
5649;3202504;Ibiraçu;ES
5651;3202603;Iconha;ES
5653;3202702;Itaguaçu;ES
5655;3202801;Itapemirim;ES
5657;3202900;Itarana;ES
5659;3203007;Iúna;ES
5661;3203106;Jerônimo Monteiro;ES
5663;3203205;Linhares;ES
5665;3203304;Mantenópolis;ES
5667;3203403;Mimoso do Sul;ES
5669;3203502;Montanha;ES
5671;3203601;Mucurici;ES
5673;3203700;Muniz Freire;ES
5675;3203809;Muqui;ES
5677;3203908;Nova Venécia;ES
5679;3204005;Pancas;ES
5681;3204104;Pinheiros;ES
5683;3204203;Piúma;ES
5685;3204302;Presidente Kennedy;ES
5687;3204401;Rio Novo do Sul;ES
5689;3204500;Santa Leopoldina;ES
5691;3204609;Santa Teresa;ES
5693;3204708;São Gabriel da Palha;ES
5695;3204807;São José do Calçado;ES
5697;3204906;São Mateus;ES
5699;3205002;Serra;ES
5701;3205101;Viana;ES
5703;3205200;Vila Velha;ES
5705;3205309;Vitória;ES
5707;3203353;Marilândia;ES
5709;3202454;Ibatiba;ES
5711;3204351;Rio Bananal;ES
5713;3203056;Jaguaré;ES
5715;3204054;Pedro Canário;ES
5717;3200169;Água Doce do Norte;ES
5719;3200359;Alto Rio Novo;ES
5721;3203130;João Neiva;ES
5723;3203163;Laranja da Terra;ES
5725;3204559;Santa Maria de Jetibá;ES
5727;3205036;Vargem Alta;ES
5729;3205069;Venda Nova do Imigrante;ES
5731;3133758;Itaú de Minas;MG
5733;3200136;Águia Branca;ES
5735;4204459;Coronel Martins;SC
5737;4207684;Ipuaçu;SC
5739;4209458;Lajeado Grande;SC
5741;4211850;Ouro Verde;SC
5743;4212270;Passos Maia;SC
5745;4202156;Belmonte;SC
5747;4212239;Paraíso;SC
5749;4215075;Riqueza;SC
5751;4215554;Santa Helena;SC
5753;4216255;São João do Oeste;SC
5755;4217154;São Miguel da Boa Vista;SC
5757;4313375;Nova Santa Rita;RS
5759;4311981;Mariana Pimentel;RS
5761;4320552;Sertão Santana;RS
5763;4309159;Gramado Xavier;RS
5765;4314076;Passo do Sobrado;RS
5767;4320677;Sinimbu;RS
5769;4322533;Vale do Sol;RS
5771;4301750;Barão do Triunfo;RS
5773;4312252;Minas do Leão;RS
5775;4312443;Morrinhos do Sul;RS
5777;4321832;Três Forquilhas;RS
5779;4300851;Arambaré;RS
5781;4320354;Sentinela do Sul;RS
5783;4311775;Maquiné;RS
5785;4323804;Xangri-lá;RS
5787;4314472;Pinhal Grande;RS
5789;4315321;Quevedos;RS
5791;4318432;São João do Polêsine;RS
5793;4319125;São Martinho da Serra;RS
5795;4323457;Vila Nova do Sul;RS
5797;4305975;Coxilha;RS
5799;4308854;Gentil;RS
5801;3300100;Angra dos Reis;RJ
5803;3300209;Araruama;RJ
5805;3300308;Barra do Piraí;RJ
5807;3300407;Barra Mansa;RJ
5809;3300506;Bom Jardim;RJ
5811;3300605;Bom Jesus do Itabapoana;RJ
5813;3300704;Cabo Frio;RJ
5815;3300803;Cachoeiras de Macacu;RJ
5817;3300902;Cambuci;RJ
5819;3301009;Campos dos Goytacazes;RJ
5821;3301108;Cantagalo;RJ
5823;3301207;Carmo;RJ
5825;3301306;Casimiro de Abreu;RJ
5827;3301405;Conceição de Macabu;RJ
5829;3301504;Cordeiro;RJ
5831;3301603;Duas Barras;RJ
5833;3301702;Duque de Caxias;RJ
5835;3301801;Engenheiro Paulo de Frontin;RJ
5837;3301900;Itaboraí;RJ
5839;3302007;Itaguaí;RJ
5841;3302106;Itaocara;RJ
5843;3302205;Itaperuna;RJ
5845;3302304;Laje do Muriaé;RJ
5847;3302403;Macaé;RJ
5849;3302502;Magé;RJ
5851;3302601;Mangaratiba;RJ
5853;3302700;Maricá;RJ
5855;3302809;Mendes;RJ
5857;3302908;Miguel Pereira;RJ
5859;3303005;Miracema;RJ
5861;3303104;Natividade;RJ
5863;3303203;Nilópolis;RJ
5865;3303302;Niterói;RJ
5867;3303401;Nova Friburgo;RJ
5869;3303500;Nova Iguaçu;RJ
5871;3303609;Paracambi;RJ
5873;3303708;Paraíba do Sul;RJ
5875;3303807;Paraty;RJ
5877;3303906;Petrópolis;RJ
5879;3304003;Piraí;RJ
5881;3304102;Porciúncula;RJ
5883;3304201;Resende;RJ
5885;3304300;Rio Bonito;RJ
5887;3304409;Rio Claro;RJ
5889;3304508;Rio das Flores;RJ
5891;3304607;Santa Maria Madalena;RJ
5893;3304706;Santo Antônio de Pádua;RJ
5895;3304805;São Fidélis;RJ
5897;3304904;São Gonçalo;RJ
5899;3305000;São João da Barra;RJ
5901;3305109;São João de Meriti;RJ
5903;3305208;São Pedro da Aldeia;RJ
5905;3305307;São Sebastião do Alto;RJ
5907;3305406;Sapucaia;RJ
5909;3305505;Saquarema;RJ
5911;3305604;Silva Jardim;RJ
5913;3305703;Sumidouro;RJ
5915;3305802;Teresópolis;RJ
5917;3305901;Trajano de Moraes;RJ
5919;3306008;Três Rios;RJ
5921;3306107;Valença;RJ
5923;3306206;Vassouras;RJ
5925;3306305;Volta Redonda;RJ
5927;3300258;Arraial do Cabo;RJ
5929;3302056;Italva;RJ
5931;4312138;Mato Castelhano;RS
5933;4312427;Mormaço;RS
5935;4312625;Muliterno;RS
5937;4312674;Nicolau Vergueiro;RS
5939;4314779;Pontão;RS
5941;4317558;Santo Antônio do Palma;RS
5943;4301958;Barra Funda;RS
5945;4305850;Coqueiros do Sul;RS
5947;4306924;Engenho Velho;RS
5949;4309126;Gramado dos Loureiros;RS
5951;4311270;Lagoa dos Três Cantos;RS
5953;4312955;Nova Boa Vista;RS
5955;4315552;Rio dos Índios;RS
5957;4317756;Santo Antônio do Planalto;RS
5959;4301925;Barra do Rio Azul;RS
5961;4304853;Carlos Gomes;RS
5963;4305116;Centenário;RS
5965;4305371;Charrua;RS
5967;4314787;Ponte Preta;RS
5969;4300646;Ametista do Sul;RS
5971;4306429;Dois Irmãos das Missões;RS
5973;4313441;Novo Tiradentes;RS
5975;4314498;Pinheirinho do Vale;RS
5977;4317954;Santo Expedito do Sul;RS
5979;4322186;Tupanci do Sul;RS
5981;4302154;Boa Vista das Missões;RS
5983;4311429;Lajeado do Bugre;RS
5985;4313490;Novo Barreiro;RS
5987;4316428;Sagrada Família;RS
5989;4318457;São José das Missões;RS
5991;4313086;Nova Pádua;RS
5993;4312385;Monte Belo do Sul;RS
5995;4317251;Santa Tereza;RS
5997;4319711;São Valentim do Sul;RS
5999;4322350;União da Serra;RS
6001;3304557;Rio de Janeiro;RJ
6003;3302254;Itatiaia;RJ
6005;3303856;Paty do Alferes;RJ
6007;3304151;Quissamã;RJ
6009;3305158;São José do Vale do Rio Preto;RJ
6011;3202553;Ibitirama;ES
6013;4303673;Campestre da Serra;RS
6015;4318622;São José dos Ausentes;RS
6017;4311627;Lindolfo Collor;RS
6019;4312476;Morro Reuter;RS
6021;4314423;Picada Café;RS
6023;4315149;Presidente Lucena;RS
6025;4304697;Capitão;RS
6027;4310579;Itapuca;RS
6029;4305587;Colinas;RS
6031;4312153;Mato Leitão;RS
6033;4316758;Santa Clara do Sul;RS
6035;4320453;Sério;RS
6037;4321626;Travesseiro;RS
6039;4311791;Maratá;RS
6041;4314035;Pareci Novo;RS
6043;4319356;São Pedro da Serra;RS
6045;4300570;Alto Feliz;RS
6047;4311643;Linha Nova;RS
6049;4322541;Vale Real;RS
6051;4310413;Inhacorá;RS
6053;4323754;Vitória das Missões;RS
6055;4305871;Coronel Barros;RS
6057;4313425;Novo Machado;RS
6059;4318499;São José do Inhacorá;RS
6061;4316477;Salvador das Missões;RS
6063;4319372;São Pedro do Butiá;RS
6065;4315057;Porto Mauá;RS
6067;4315073;Porto Vera Cruz;RS
6069;4301859;Barra do Guarita;RS
6071;4302378;Bom Progresso;RS
6073;4306320;Derrubadas;RS
6075;4319737;São Valério do Sul;RS
6077;4321477;Tiradentes do Sul;RS
6079;4311759;Manoel Viana;RS
6081;4308656;Garruchos;RS
6083;4304358;Candiota;RS
6085;4309654;Hulha Negra;RS
6087;5107297;São José do Povo;MT
6101;3500105;Adamantina;SP
6103;3500204;Adolfo;SP
6105;3500303;Aguaí;SP
6107;3500402;Águas da Prata;SP
6109;3500501;Águas de Lindóia;SP
6111;3500600;Águas de São Pedro;SP
6113;3500709;Agudos;SP
6115;3500808;Alfredo Marcondes;SP
6117;3500907;Altair;SP
6119;3501004;Altinópolis;SP
6121;3501103;Alto Alegre;SP
6123;3501202;Álvares Florence;SP
6125;3501301;Álvares Machado;SP
6127;3501400;Álvaro de Carvalho;SP
6129;3501509;Alvinlândia;SP
6131;3501608;Americana;SP
6133;3501707;Américo Brasiliense;SP
6135;3501806;Américo de Campos;SP
6137;3501905;Amparo;SP
6139;3502002;Analândia;SP
6141;3502101;Andradina;SP
6143;3502200;Angatuba;SP
6145;3502309;Anhembi;SP
6147;3502408;Anhumas;SP
6149;3502507;Aparecida;SP
6151;3502606;Aparecida d'Oeste;SP
6153;3502705;Apiaí;SP
6155;3502804;Araçatuba;SP
6157;3502903;Araçoiaba da Serra;SP
6159;3503000;Aramina;SP
6161;3503109;Arandu;SP
6163;3503208;Araraquara;SP
6165;3503307;Araras;SP
6167;3503406;Arealva;SP
6169;3503505;Areias;SP
6171;3503604;Areiópolis;SP
6173;3503703;Ariranha;SP
6175;3503802;Artur Nogueira;SP
6177;3503901;Arujá;SP
6179;3504008;Assis;SP
6181;3504107;Atibaia;SP
6183;3504206;Auriflama;SP
6185;3504305;Avaí;SP
6187;3504404;Avanhandava;SP
6189;3504503;Avaré;SP
6191;3504602;Bady Bassitt;SP
6193;3504701;Balbinos;SP
6195;3504800;Bálsamo;SP
6197;3504909;Bananal;SP
6199;3505104;Barbosa;SP
6201;3505005;Barão de Antonina;SP
6203;3505203;Bariri;SP
6205;3505302;Barra Bonita;SP
6207;3505401;Barra do Turvo;SP
6209;3505500;Barretos;SP
6211;3505609;Barrinha;SP
6213;3505708;Barueri;SP
6215;3505807;Bastos;SP
6217;3505906;Batatais;SP
6219;3506003;Bauru;SP
6221;3506102;Bebedouro;SP
6223;3506201;Bento de Abreu;SP
6225;3506300;Bernardino de Campos;SP
6227;3506409;Bilac;SP
6229;3506508;Birigui;SP
6231;3506607;Biritiba Mirim;SP
6233;3506706;Boa Esperança do Sul;SP
6235;3506805;Bocaina;SP
6237;3506904;Bofete;SP
6239;3507001;Boituva;SP
6241;3507100;Bom Jesus dos Perdões;SP
6243;3507209;Borá;SP
6245;3507308;Boracéia;SP
6247;3507407;Borborema;SP
6249;3507506;Botucatu;SP
6251;3507605;Bragança Paulista;SP
6255;3507704;Braúna;SP
6257;3507803;Brodowski;SP
6259;3507902;Brotas;SP
6261;3508009;Buri;SP
6263;3508108;Buritama;SP
6265;3508207;Buritizal;SP
6267;3508306;Cabrália Paulista;SP
6269;3508405;Cabreúva;SP
6271;3508504;Caçapava;SP
6273;3508603;Cachoeira Paulista;SP
6275;3508702;Caconde;SP
6277;3508801;Cafelândia;SP
6279;3508900;Caiabu;SP
6281;3509007;Caieiras;SP
6283;3509106;Caiuá;SP
6285;3509205;Cajamar;SP
6287;3509304;Cajobi;SP
6289;3509403;Cajuru;SP
6291;3509502;Campinas;SP
6293;3509601;Campo Limpo Paulista;SP
6295;3509700;Campos do Jordão;SP
6297;3509809;Campos Novos Paulista;SP
6299;3509908;Cananéia;SP
6301;3510005;Cândido Mota;SP
6303;3510104;Cândido Rodrigues;SP
6305;3510203;Capão Bonito;SP
6307;3510302;Capela do Alto;SP
6309;3510401;Capivari;SP
6311;3510500;Caraguatatuba;SP
6313;3510609;Carapicuíba;SP
6315;3510708;Cardoso;SP
6317;3510807;Casa Branca;SP
6319;3510906;Cássia dos Coqueiros;SP
6321;3511003;Castilho;SP
6323;3511102;Catanduva;SP
6325;3511201;Catiguá;SP
6327;3511300;Cedral;SP
6329;3511409;Cerqueira César;SP
6331;3511508;Cerquilho;SP
6333;3511607;Cesário Lange;SP
6335;3511706;Charqueada;SP
6337;3557204;Chavantes;SP
6339;3511904;Clementina;SP
6341;3512001;Colina;SP
6343;3512100;Colômbia;SP
6345;3512209;Conchal;SP
6347;3512308;Conchas;SP
6349;3512407;Cordeirópolis;SP
6351;3512506;Coroados;SP
6353;3512605;Coronel Macedo;SP
6355;3512704;Corumbataí;SP
6357;3512803;Cosmópolis;SP
6359;3512902;Cosmorama;SP
6361;3513009;Cotia;SP
6363;3513108;Cravinhos;SP
6365;3513207;Cristais Paulista;SP
6367;3513306;Cruzália;SP
6369;3513405;Cruzeiro;SP
6371;3513504;Cubatão;SP
6373;3513603;Cunha;SP
6375;3513702;Descalvado;SP
6377;3513801;Diadema;SP
6379;3513900;Divinolândia;SP
6381;3514007;Dobrada;SP
6383;3514106;Dois Córregos;SP
6385;3514205;Dolcinópolis;SP
6387;3514304;Dourado;SP
6389;3514403;Dracena;SP
6391;3514502;Duartina;SP
6393;3514601;Dumont;SP
6395;3514700;Echaporã;SP
6397;3514809;Eldorado;SP
6399;3514908;Elias Fausto;SP
6401;3515004;Embu das Artes;SP
6403;3515103;Embu-Guaçu;SP
6405;3515202;Estrela d'Oeste;SP
6407;3515301;Estrela do Norte;SP
6409;3515400;Fartura;SP
6411;3515509;Fernandópolis;SP
6413;3515608;Fernando Prestes;SP
6415;3515707;Ferraz de Vasconcelos;SP
6417;3515806;Flora Rica;SP
6419;3515905;Floreal;SP
6421;3516002;Flórida Paulista;SP
6423;3516101;Florínea;SP
6425;3516200;Franca;SP
6427;3516309;Francisco Morato;SP
6429;3516408;Franco da Rocha;SP
6431;3516507;Gabriel Monteiro;SP
6433;3516606;Gália;SP
6435;3516705;Garça;SP
6437;3516804;Gastão Vidigal;SP
6439;3516903;General Salgado;SP
6441;3517000;Getulina;SP
6443;3517109;Glicério;SP
6445;3517208;Guaiçara;SP
6447;3517307;Guaimbê;SP
6449;3517406;Guaíra;SP
6451;3517505;Guapiaçu;SP
6453;3517604;Guapiara;SP
6455;3517703;Guará;SP
6457;3517802;Guaraçaí;SP
6459;3517901;Guaraci;SP
6461;3518008;Guarani d'Oeste;SP
6463;3518107;Guarantã;SP
6465;3518206;Guararapes;SP
6467;3518305;Guararema;SP
6469;3518404;Guaratinguetá;SP
6471;3518503;Guareí;SP
6473;3518602;Guariba;SP
6475;3518701;Guarujá;SP
6477;3518800;Guarulhos;SP
6479;3518909;Guzolândia;SP
6481;3519006;Herculândia;SP
6483;3519105;Iacanga;SP
6485;3519204;Iacri;SP
6487;3519303;Ibaté;SP
6489;3519402;Ibirá;SP
6491;3519501;Ibirarema;SP
6493;3519600;Ibitinga;SP
6495;3519709;Ibiúna;SP
6497;3519808;Icém;SP
6499;3519907;Iepê;SP
6501;3520004;Igaraçu do Tietê;SP
6503;3520103;Igarapava;SP
6505;3520202;Igaratá;SP
6507;3520301;Iguape;SP
6509;3520400;Ilhabela;SP
6511;3520509;Indaiatuba;SP
6513;3520608;Indiana;SP
6515;3520707;Indiaporã;SP
6517;3520806;Inúbia Paulista;SP
6519;3520905;Ipaussu;SP
6521;3521002;Iperó;SP
6523;3521101;Ipeúna;SP
6525;3521200;Iporanga;SP
6527;3521309;Ipuã;SP
6529;3521408;Iracemápolis;SP
6531;3521507;Irapuã;SP
6533;3521606;Irapuru;SP
6535;3521705;Itaberá;SP
6537;3521804;Itaí;SP
6539;3521903;Itajobi;SP
6541;3522000;Itaju;SP
6543;3522109;Itanhaém;SP
6545;3522208;Itapecerica da Serra;SP
6547;3522307;Itapetininga;SP
6549;3522406;Itapeva;SP
6551;3522505;Itapevi;SP
6553;3522604;Itapira;SP
6555;3522703;Itápolis;SP
6557;3522802;Itaporanga;SP
6559;3522901;Itapuí;SP
6561;3523008;Itapura;SP
6563;3523107;Itaquaquecetuba;SP
6565;3523206;Itararé;SP
6567;3523305;Itariri;SP
6569;3523404;Itatiba;SP
6571;3523503;Itatinga;SP
6573;3523602;Itirapina;SP
6575;3523701;Itirapuã;SP
6577;3523800;Itobi;SP
6579;3523909;Itu;SP
6581;3524006;Itupeva;SP
6583;3524105;Ituverava;SP
6585;3524204;Jaborandi;SP
6587;3524303;Jaboticabal;SP
6589;3524402;Jacareí;SP
6591;3524501;Jaci;SP
6593;3524600;Jacupiranga;SP
6595;3524709;Jaguariúna;SP
6597;3524808;Jales;SP
6599;3524907;Jambeiro;SP
6601;3525003;Jandira;SP
6603;3525102;Jardinópolis;SP
6605;3525201;Jarinu;SP
6607;3525300;Jaú;SP
6609;3525409;Jeriquara;SP
6611;3525508;Joanópolis;SP
6613;3525607;João Ramalho;SP
6615;3525706;José Bonifácio;SP
6617;3525805;Júlio Mesquita;SP
6619;3525904;Jundiaí;SP
6621;3526001;Junqueirópolis;SP
6623;3526100;Juquiá;SP
6625;3526209;Juquitiba;SP
6627;3526308;Lagoinha;SP
6629;3526407;Laranjal Paulista;SP
6631;3526506;Lavínia;SP
6633;3526605;Lavrinhas;SP
6635;3526704;Leme;SP
6637;3526803;Lençóis Paulista;SP
6639;3526902;Limeira;SP
6641;3527009;Lindóia;SP
6643;3527108;Lins;SP
6645;3527207;Lorena;SP
6647;3527306;Louveira;SP
6649;3527405;Lucélia;SP
6651;3527504;Lucianópolis;SP
6653;3527603;Luís Antônio;SP
6655;3527702;Luiziânia;SP
6657;3527801;Lupércio;SP
6659;3527900;Lutécia;SP
6661;3528007;Macatuba;SP
6663;3528106;Macaubal;SP
6665;3528205;Macedônia;SP
6667;3528304;Magda;SP
6669;3528403;Mairinque;SP
6671;3528502;Mairiporã;SP
6673;3528601;Manduri;SP
6675;3528700;Marabá Paulista;SP
6677;3528809;Maracaí;SP
6679;3528908;Mariápolis;SP
6681;3529005;Marília;SP
6683;3529104;Marinópolis;SP
6685;3529203;Martinópolis;SP
6687;3529302;Matão;SP
6689;3529401;Mauá;SP
6691;3529500;Mendonça;SP
6693;3529609;Meridiano;SP
6695;3529708;Miguelópolis;SP
6697;3529807;Mineiros do Tietê;SP
6699;3529906;Miracatu;SP
6701;3530003;Mira Estrela;SP
6703;3530102;Mirandópolis;SP
6705;3530201;Mirante do Paranapanema;SP
6707;3530300;Mirassol;SP
6709;3530409;Mirassolândia;SP
6711;3530508;Mococa;SP
6713;3530607;Mogi das Cruzes;SP
6715;3530706;Mogi Guaçu;SP
6717;3530805;Mogi Mirim;SP
6719;3530904;Mombuca;SP
6721;3531001;Monções;SP
6723;3531100;Mongaguá;SP
6725;3531209;Monte Alegre do Sul;SP
6727;3531308;Monte Alto;SP
6729;3531407;Monte Aprazível;SP
6731;3531506;Monte Azul Paulista;SP
6733;3531605;Monte Castelo;SP
6735;3531704;Monteiro Lobato;SP
6737;3531803;Monte Mor;SP
6739;3531902;Morro Agudo;SP
6741;3532009;Morungaba;SP
6743;3532108;Murutinga do Sul;SP
6745;3532207;Narandiba;SP
6747;3532306;Natividade da Serra;SP
6749;3532405;Nazaré Paulista;SP
6751;3532504;Neves Paulista;SP
6753;3532603;Nhandeara;SP
6755;3532702;Nipoã;SP
6757;3532801;Nova Aliança;SP
6759;3532900;Nova Europa;SP
6761;3533007;Nova Granada;SP
6763;3533106;Nova Guataporanga;SP
6765;3533205;Nova Independência;SP
6767;3533304;Nova Luzitânia;SP
6769;3533403;Nova Odessa;SP
6771;3533502;Novo Horizonte;SP
6773;3533601;Nuporanga;SP
6775;3533700;Ocauçu;SP
6777;3533809;Óleo;SP
6779;3533908;Olímpia;SP
6781;3534005;Onda Verde;SP
6783;3534104;Oriente;SP
6785;3534203;Orindiúva;SP
6787;3534302;Orlândia;SP
6789;3534401;Osasco;SP
6791;3534500;Oscar Bressane;SP
